client_id	path	sentence	up_votes	down_votes	age	gender	accent
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18914927.mp3	Извините, я не кошка.	1	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18914932.mp3	Ребята назвали потом это «Юрьев день».	0	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18914935.mp3	Мы также с интересом отметили соображения Генерального секретаря Конференции по разоружению господина Токаева.	0	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18914949.mp3	Как тепло будет завтра?	0	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18914951.mp3	Говорил Тимур.	0	0	twenties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915033.mp3	Чтобы добиться оптимальных результатов, она должна опираться на существующие структуры и укреплять их.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915046.mp3	Ну так дайте же нам шанс.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915074.mp3	Кроме того, бюджет Конференции включен в регулярный бюджет Организации Объединенных Наций.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915075.mp3	Нам надо уметь отличать веру от фанатизма.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915083.mp3	Иранская ядерная программа ставит под угрозу стабильность в регионе и международный режим нераспространения.	0	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915119.mp3	Совет по правам человека играет центральную роль в деле поощрения и защиты прав человека.	1	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915124.mp3	Мы все должны объединить наши усилия для достижения этой цели.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915188.mp3	И даже смеяться перестали.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915229.mp3	Но плечо к плечу, плотной стеной ребята молча шли на Женю.	1	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915241.mp3	– Что ж, папа! – скорбно, с пафосом воскликнула Женя.	0	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915246.mp3	Это так.	1	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915283.mp3	Мы не можем позволить себе упустить эту возможность.	0	0	fifties	female	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915290.mp3	Сейчас я предоставляю слово представителю Гаити.	1	0	fifties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18915301.mp3	Она открывается и опять бесчисленное количество этих картин про Сталина.	1	0	twenties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915332.mp3	По мере выполнения ими этих задач Соединенные Штаты будут и впредь оказывать им поддержку.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915338.mp3	Согласно Римскому статуту, потерпевшие имеют возможность принимать участие в проводимых Судом разбирательствах.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915340.mp3	Я рад видеть ссылки на этот важный аспект.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915341.mp3	И эти постыдные операции продолжаются.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915350.mp3	Она отличается более высоким уровнем творчества и очень часто больше расположена к различным инновациям.	0	0	fourties	male	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18915365.mp3	Мы считаем, что Палестина будет оставаться самой большой проблемой на Ближнем Востоке.	1	0	twenties	female	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915368.mp3	Давайте, я с вами разговаривать не буду вообще.	1	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915499.mp3	И чувствовала это скорее как не очень приятное.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915500.mp3	Но от нас ведь это не ускользнуло.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915514.mp3	Пришло время пойти на риск.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915515.mp3	Мы высоко ценим ее роль в этом отношении.	0	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915517.mp3	Поэтому мы ожидаем предстоящей Стамбульской конференции, на которой, безусловно, будет продолжена эта позитивная тенденция.	0	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915561.mp3	В январе члены этого Комитета посетили Финляндию.	0	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915578.mp3	Сейчас я сделаю заявление в своем национальном качестве.	1	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915593.mp3	Глобальный экономический кризис и жесткие меры экономии во многих странах сдерживают эти возможности.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915626.mp3	Несмотря на все это, политический переход в Гаити происходит не без трудностей.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915629.mp3	Они обеспечивают нам ресурсы для выполнения нашего мандата.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915656.mp3	Ой, не надо! – подхватывая и сжимая дочурку, воскликнула ее мать.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915657.mp3	Сидя на деревянных скамьях рядами, красноармейцы держали направленные дулом к небу винтовки.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915678.mp3	Первый из них касается важного значения сосредоточения на этом вопросе внимания международного сообщества.	0	0	fourties	male	
e5b9b88d0fb767e7af97416c4b93c1540a24229c7817e946b579db5019ee8c88e03092ee2e361ee4b9ec1bc2f43712298e5d5494404efd08ad0b09499da90290	common_voice_ru_18915684.mp3	Глобальный экономический кризис и жесткие меры экономии во многих странах сдерживают эти возможности.	0	0	fifties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915703.mp3	Американские любители вязания раздают теплые вещи нуждающимся	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915739.mp3	Из-за куста вышел человек в обыкновенном белом костюме.	1	0	fourties	male	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18915752.mp3	Ливийцы не сдадутся.	1	0	twenties	female	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915777.mp3	Дом номер тридцать восемь по Малой Петраковской.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915779.mp3	Я был автором формулы, которая голосовалась на референдуме и докладывал её на Политбюро.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915830.mp3	Эти мероприятия должны открыть реальную перспективу для переговоров.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915840.mp3	В чем разница между художником обычным и художником в кино?	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915844.mp3	Так почему же у тебя верхний левый луч звезды кривой, как пиявка?	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915848.mp3	Оно дополнительно проложит путь к параллельным сдвигам по другим стержневым пунктам повестки дня.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915851.mp3	Государственные пенсии и социальные пособия устанавливаются законом.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915865.mp3	Это было ужасно.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915891.mp3	Пока никакой ясности относительно мотивов или личностей преступников нет.	1	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915893.mp3	Мы всегда принимали активное участие в дискуссиях по этой теме на Конференции.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915895.mp3	Я надеюсь, что время не подорвет его.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915915.mp3	Мы должны выявлять это преступление и предавать правосудию повинных в нем.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915929.mp3	Историческая несправедливость по отношению к палестинскому народу проявляется различными путями.	1	0	fourties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18915934.mp3	Согласно Римскому статуту, потерпевшие имеют возможность принимать участие в проводимых Судом разбирательствах.	1	0	twenties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18915945.mp3	Ливийцы требуют демократии, они требуют прогресса, они требуют свободы, они требуют уважать их права.	0	0	fourties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18915963.mp3	Я не хотел бы остаться с ним в комнате один на один.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18915965.mp3	Поэтому мы также должны уважать выбор, который граждане арабских стран делают на избирательных участках.	1	0	twenties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18915991.mp3	Первая задача — совершенствование ядерного оружия и разработка водородной бомбы.	0	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18916002.mp3	Некоторые делегации выступали также за упрощенный формат программы работы.	1	0	fourties	male	
5f9e632b09bf94b43f8654715cc027bcef212017f400f83c8eb29b4847ab245977770b17c451d60548d037a8e2ca2495d39c70e4ad22461f9f5857724d95054e	common_voice_ru_18916012.mp3	Первая задача — совершенствование ядерного оружия и разработка водородной бомбы.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916031.mp3	Когда этого не происходит, степень удовлетворения деятельностью демократических институтов резко снижается.	0	0	fourties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916037.mp3	Показать список.	0	0	twenties	male	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18916055.mp3	В экономическом плане дела у страны идут очень хорошо.	1	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18916061.mp3	Так что ливийский кризис лишь усугубил проблемы региона.	0	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18916066.mp3	Мне кажется, втайне София уже и сама так думала.	1	0	twenties	female	
8213a0f79acb074bf5427027efa90e01391d8709700f103d434a0831e9232e7c83551fff5f5e2bf4e65128b0432eeec7292ecbfaa0c624ea2b3d38450e844c22	common_voice_ru_18916070.mp3	Не знал.	1	0	twenties	female	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916077.mp3	Эта атмосфера насилия сопровождается борьбой за власть на местном уровне.	0	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916079.mp3	Преступницу, видимо, что-то остановило.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916087.mp3	Карина считает, что беды продолжатся.	0	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916089.mp3	И ясно то, что контроль такого материала будет прямо сказываться на контроле распространения.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916091.mp3	Очень трудно пробивалась социология.	0	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916093.mp3	В этом состоит единственный способ прогрессировать в сфере многостороннего ядерного разоружения.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916109.mp3	Положение в Дарфуре существенно улучшилось.	1	0	twenties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916117.mp3	И там у них с Махно, который тоже там существовал, какие-то были отношения.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916119.mp3	Благодарю посла Казахстана за его заявление и за его добрые слова.	0	0	fourties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916131.mp3	Свобода Палестины — вот реальный ключ к достижению региональной и международной стабильности.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916135.mp3	Человек был послушен.	1	0	twenties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916138.mp3	Наконец, наша делегация всецело поддерживает предложенный Францией проект заявления для печати по этому вопросу.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916143.mp3	Сейчас слово имеет представитель Алжира.	1	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916151.mp3	У меня дипломная работа, была посвящена разделению урана и ванадия.	0	0	fourties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916155.mp3	А почему же раньше мальчишки всегда на фронт бегали?	1	0	fourties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916159.mp3	Когда пользуешься объездами, узнаёшь местность лучше.	1	0	twenties	male	
e8fa3f83083bdee9d15a7cbf06392bea487b14ab13bf3b8a018765a1519a03db3fe35f21ed6cbf025f96db936710f70abc7889dac6481aa8350335e0caaaeb0f	common_voice_ru_18916162.mp3	Своевременная, аналитическая и проверенная информация позволяет принимать более эффективные меры на всех уровнях.	1	0	twenties	male	
bed5d2db73ef4b1b6d75fadf218f8d2165bd7551431a1e0b0aa91d408f65509139b31f41e15f68e68f3c04a8ab99e72035888b86a8cd5c84975fd8e8acfaa1ca	common_voice_ru_18916164.mp3	Новый пластиковый материал, способный к регенерации, может кардинальным образом изменить наше будущее.	0	0	fourties	male	
